title,country,genre,director,year,duration,link,description
Один день в Стамбуле,Россия,комедия,Авет Оганесян,,,https://www.kinopoisk.ru/film/5379163/,"Четверо друзей прилетают в Стамбул, чтобы провести выходные на яхте их приятеля — бизнесмена Вадима. Но сразу по прилете выясняется, что он умер. Помощник Вадима предлагает помянуть босса на уже забронированной яхте во время прогулки по Босфору. Скорбное мероприятие объединяет давних друзей Вадима. Герои шутят, закусывают, вспоминают всех девушек Вадика. Всплывают и не самые приятные воспоминания… Ясно одно: он повлиял на жизнь каждого из собравшихся.
Проделав путь длиной в целый день и ведя разговоры длиной в целую жизнь, компания узнает, что смерть друга — не самое худшее, что случилось с ними за сегодня."
"Не беспокойся, дорогая",США,драма,Оливия Уайлд,,,https://www.kinopoisk.ru/film/1379512/,"1950-е. Джек и Элис живут в идеальном корпоративном городке, состоящем сплошь из дизайнерских домов. Пока мужчины работают над секретным проектом «Победа», их жёны занимаются хозяйством, балетом и шопингом — делают всё, чтобы угодить мужьям. Однако со временем Элис начинает подозревать, что компания, в которой трудится Джек, скрывает ужасные тайны."
Бассейн,Франция,драма,Жак Дере,,,https://www.kinopoisk.ru/film/79427/,"Писатель Жан-Поль и его возлюбленная Марианна наслаждаются ленивым отдыхом на роскошной вилле на Лазурном берегу. Однако их покой нарушает внезапное появление Гарри, бывшего любовника Марианны, и его юной дочери Пенелопы, о существовании которой никто не знал."
Город воров,США,триллер,Бен Аффлек,,,https://www.kinopoisk.ru/film/462732/,"В Бостоне каждый год происходит более 300 ограблений банков. И большинство профессионалов, специализирующихся в этой области, живут в округе под названием Чарльстон общей площадью одна квадратная миля. Даг МакРэй — один из них. В отличие от большинства у Дага был шанс на успех, шанс на то, чтобы не идти по криминальному пути своего отца. Однако вместо этого он стал фактическим лидером группы безжалостных грабителей банков, которые гордятся тем, что берут все, что хотят, и выходят сухими из воды."
Маяк,Канада,ужасы,Роберт Эггерс,,,https://www.kinopoisk.ru/film/1114927/,"1890-е годы, где-то неподалёку от побережья Новой Англии. Молодой человек Эфраим Уинслоу приезжает на отдалённый остров работать новым помощником смотрителя маяка, хромого бородатого любителя выпить Томаса Уэйка. Тот обращается с подчинённым как с личным рабом и запрещает ему подниматься на сам маяк и управлять светом. Эфраима не отпускает собственное прошлое, так поначалу отказывавшийся от алкоголя парень всё чаще прикладывается к бутылке, и вскоре на каменистом острове — то ли ему мерещится, то ли в самом деле — начинает твориться всякая чертовщина."
Леди Баг и Супер-Кот: Лондон. На краю времени,Франция,мультфильм,Томас Астрюк,,,https://www.kinopoisk.ru/film/5457523/,"Маринетт сталкивается с новым противником, о способностях которого ей мало что известно. Её враг умеет путешествовать во времени и он стремится раскрыть личность Леди Баг."
Мадагаскар,США,мультфильм,Эрик Дарнелл,,,https://www.kinopoisk.ru/film/6006/,"Четверо изнеженных животных из Центрального зоопарка в Нью-Йорке - лев Алекс, зебра Марти, жираф Мелман и гиппопотамиха Глория - решаются на побег. Оказавшись после кораблекрушения на экзотическом острове Мадагаскар, населенном лемурами и поедающими их фоссами, путешественники с ужасом понимают, что с городскими привычками им придется распрощаться.
Здесь нет людей, любимых клеток, вкусной кормежки. Начинается шоу «Последний герой» только с животными - нашим друзьям нужно выжить в непривычной среде обитания, где на каждом шагу подстерегает опасность..."
Пролетая над гнездом кукушки,США,драма,Милош Форман,,,https://www.kinopoisk.ru/film/336/,"Рэндла Патрика Макмёрфи, патологического преступника и бунтаря, переводят из колонии в психиатрическую клинику, чтобы установить, является он душевнобольным или нет. В клинике он обнаруживает, что отделение контролирует хладнокровная, строгая и одержимая распорядком старшая медсестра Милдред Рэтчед. Макмёрфи намерен не подчиняться абсурдным, на его взгляд, правилам и одновременно повеселиться от души. Его бунтарская натура заражает других пациентов, но сестра Рэтчед решительно настроена пресечь это."
SuperПерцы,США,комедия,Грег Моттола,,,https://www.kinopoisk.ru/film/261363/,"Сквозь огонь и водку трое приятелей спешат на вечеринку года в честь прощания с девственностью. Как взять на абордаж красотку-одноклассницу, подорвать полицейскую машину и остаться в живых?.."
Присяжный номер два,США,драма,Клинт Иствуд,,,https://www.kinopoisk.ru/film/5282956/,"Обычного гражданина Джастина Кемпа, у которого ожидается прибавление в семействе, отбирают в качестве присяжного в судебном процессе по делу об убийстве. Узнав о деталях дела на первом заседании, Джастин сталкивается с тяжёлой моральной дилеммой."
Приключения Реми,Франция,мелодрама,Антуан Блоссье,,,https://www.kinopoisk.ru/film/1108571/,"Удивительное путешествие по Франции маленького Реми в компании уличного музыканта, обезьянки и цирковой собаки. Вместе им предстоит пережить неожиданные встречи, приключения и испытания, чтобы раскрыть тайну происхождения мальчика."
Манюня: Приключения в Москве,Россия,комедия,Денис Гуляр,,,https://www.kinopoisk.ru/film/5278433/,"Жизнь неугомонной Манюни и сестер Каринэ и Наринэ не стоит на месте, и теперь им предстоит отправиться на летние каникулы в Москву. Девочек ждут невероятные события и приключения, а также неожиданные встречи и знакомства."
Армия воров,Германия,боевик,Маттиас Швайгхёфер,,,https://www.kinopoisk.ru/film/1403664/,"Скромный банковский служащий Себастиан ведёт непопулярный видеоблог, в котором рассказывает об увлечении всей жизни — взломе сейфов. Разумеется, законопослушный парень никогда не применял свои навыки в криминальной деятельности, но однажды на него выходит команда разыскиваемых Интерполом преступников и делает предложение, от которого невозможно отказаться. Пока в Штатах разворачивается зомби-эпидемия, они планируют взломать три находящихся в Европейских банках легендарных сейфа, созданных великим мастером Хансом Вагнером по мотивам опер своего знаменитого тёзки."
Французский связной,США,криминал,Уильям Фридкин,,,https://www.kinopoisk.ru/film/567/,"Нью-йоркские полицейские Джимми Дойл по прозвищу Попай и Бадди Руссо по кличке Хмурый пытаются выследить банду преступников, занимающихся контрабандой наркотиков из Франции."
Улыбка,США,ужасы,Паркер Финн,,,https://www.kinopoisk.ru/film/4674780/,"Роуз Коттер работает в отделении скорой психиатрической помощи и однажды сталкивается с типичной, казалось бы, пациенткой — студенткой, несколько дней назад ставшей свидетелем самоубийства преподавателя. Девушка в истеричном состоянии утверждает, что находится в здравом уме и подвергается преследованиям некой злобной сущности. А после со страшной улыбкой перерезает себе горло. С этого момента Роуз начинает видеть улыбающуюся самоубийцу в самых неподходящих местах, а её жизнь постепенно разваливается на части."
Прислуга,США,драма,Тейт Тейлор,,,https://www.kinopoisk.ru/film/470553/,"Американский Юг, на дворе 1960-е годы. Скитер только-только закончила университет и возвращается домой, в сонный городок Джексон, где никогда ничего не происходит. Она мечтает стать писательницей, вырваться в большой мир. Но для приличной девушки с Юга не пристало тешиться столь глупыми иллюзиями, приличной девушке следует выйти замуж и хлопотать по дому.
Мудрая Эйбилин на тридцать лет старше Скитер, она прислуживает в домах белых всю свою жизнь, вынянчила семнадцать детей и давно уже ничего не ждет от жизни, ибо сердце ее разбито после смерти единственного сына.
Минни - самая лучшая стряпуха во всем Джексоне, а еще она самая дерзкая служанка в городе. И острый язык не раз уже сослужил ей плохую службу. На одном месте Минни никогда подолгу не задерживается. Но с Минни лучше не связываться даже самым высокомерным белым дамочкам. Двух черных служанок и белую неопытную девушку объединяет одно - обостренное чувство справедливости и желание хоть как-то изменить порядок вещей. Смогут ли эти трое противостоять целому миру? Сумеют ли они выжить в этой борьбе?"
Самый быстрый Indian,Новая Зеландия,драма,Роджер Дональдсон,,,https://www.kinopoisk.ru/film/81512/,"История жизни знаменитого новозеландца Берта Монро, который потратил десятилетия жизни на переоснащение своего любимого мотоцикла марки «Индиан» 1920 года выпуска с максимальной скоростью в 58 миль/ч в гоночный болид для установления рекорда скорости."
Рэкетир,Казахстан,криминал,Акан Сатаев,,,https://www.kinopoisk.ru/film/398936/,"В начале 1990-х Саян — парень из Алма-Аты и подающий большие надежды боксёр — решил, что дорогу в жизнь можно пробить только кулаками. Для молодого бандита всё складывается неплохо, но наступает момент, когда Саян начинает понимать, что назад уже дороги нет, что за всё в жизни надо платить."
Форсаж 10,США,боевик,Луи Летерье,,,https://www.kinopoisk.ru/film/959062/,"10 лет назад по заданию Агентства Доминик и Брайан ограбили бразильского политика, бизнесмена и по совместительству наркобарона Эрнана Рейеса, который пустился за ними в погоню и погиб. Теперь его сын Данте собирается реализовать коварный план мести — не просто убить Доминика, а заставить страдать, разделавшись с его семьёй."
Душа,США,мультфильм,Пит Доктер,,,https://www.kinopoisk.ru/film/775273/,"Уже немолодой школьный учитель музыки Джо Гарднер всю жизнь мечтал выступать на сцене в составе джазового ансамбля. Однажды он успешно проходит прослушивание у легендарной саксофонистки и, возвращаясь домой вне себя от счастья, падает в люк и умирает. Теперь у Джо одна дорога — в Великое После, но он сбегает с идущего в вечность эскалатора и случайно попадает в Великое До. Тут новенькие души обретают себя, и у будущих людей зарождаются увлечения, мечты и интересы. Джо становится наставником упрямой души 22, которая уже много веков не может найти свою искру и отправиться на Землю."
Горизонты: Часть 1,США,вестерн,Кевин Костнер,,,https://www.kinopoisk.ru/film/4843937/,"1859 год. В долину Сан-Педро прибывают американские поселенцы, чтобы построить город Горизонт. Однако группа особо агрессивных индейцев апачей, проживающих на данной территории, не желают отдавать свою землю бледнолицым. Они постоянно убивают всех незваных гостей, включая женщин и детей, и сжигают поселения. В это же время на Территории Монтана женщина стреляет в мужчину, забирает маленького ребёнка и пускается в бега. В погоню за беглянкой отправляются сыновья пострадавшего. Позже на Территории Вайоминг торговец лошадьми Хейз Эллисон оказывается невольно втянутым в историю с этой же женщиной, случайно столкнувшись с одним из её преследователей."
Профиль,Россия,триллер,Тимур Бекмамбетов,,,https://www.kinopoisk.ru/film/1112447/,"Британская журналистка, работающая под прикрытием, внедряется в систему пропаганды «Исламского государства», которое привлекает в свои ряды все больше молодых европейских женщин. Ежедневные контакты с вербовщиками террористов затягивают ее."
Снегирь,Россия,драма,Борис Хлебников,,,https://www.kinopoisk.ru/film/4485219/,"Студенты мореходки Никита и Максим отправляются проходить практику на рыболовное судно «Снегирь». Суровые моряки совсем не рады, что теперь им придётся не только учить двух подростков, но и следить, как бы те не испортили снаряжение и не свалились за борт в холодные волны Баренцева моря. Пока новенькие с переменным успехом притираются к команде и новым условиям, улов оставляет желать лучшего, и капитан решает ненадолго заплыть в территориальные воды Норвегии."
Схватка,США,боевик,Майкл Манн,,,https://www.kinopoisk.ru/film/571/,Нил МакКоли - один из лучших преступников Лос-Анджелеса. Ему противостоит лучший детектив Винсент Ханна. Две сильнейшие команды сходятся друг против друга в смертельной схватке.
Лев,Австралия,драма,Гарт Дэвис,,,https://www.kinopoisk.ru/film/864138/,"Сару, мальчик из трущоб, потерялся в возрасте пяти лет. История об удивительных поворотах его судьбы и поисках семьи."
Гонка,Великобритания,спорт,Рон Ховард,,,https://www.kinopoisk.ru/film/596125/,"1970-е. Два непримиримых соперника в гонках «Формула-1» — обаятельный плейбой-англичанин Джеймс Хант и дисциплинированный перфекционист-австриец Ники Лауда — доводят себя до предела физической и психологической выносливости ради победы. Каждый из них стремится быть первым, а ошибка на трассе может стоить гонщикам жизни."
Время,США,фантастика,Эндрю Никкол,,,https://www.kinopoisk.ru/film/517988/,"Добро пожаловать в мир, где время стало единственной и самой твердой валютой, где люди генетически запрограммированы так, что в 25 лет перестают стареть. Правда, последующие годы стоят денег. И вот богатые становятся практически бессмертными, а бедные обречены сражаться за жизнь. Уилл, бунтарь из гетто, несправедливо обвинен в убийстве с целью грабежа времени и теперь вынужден, захватив заложницу, пуститься в бега."
"Три билборда на границе Эббинга, Миссури",Великобритания,драма,Мартин Макдона,,,https://www.kinopoisk.ru/film/944098/,"Спустя несколько месяцев после убийства дочери Милдред Хейс преступники так и не найдены. Отчаявшаяся женщина решается на смелый шаг - арендует на въезде в город три билборда и оставляет на них послание главе полиции Уильяму Уиллоуби. Когда в ситуацию оказывается втянут ещё и заместитель шерифа Диксон, инфантильный маменькин сынок со склонностью к насилию, борьба между Милдред и властями города только усугубляется."
Ведьма,США,ужасы,Роберт Эггерс,,,https://www.kinopoisk.ru/film/865302/,"В 1630 году семья колонистов покидает плантацию, чтобы жить на уединенной ферме рядом с лесом в Новой Англии. Но вскоре младший ребёнок, ещё младенец, исчезает."
Агент на уикенд,США,боевик,Джордж Хуан,,,https://www.kinopoisk.ru/film/5424446/,"Он — спецагент, для которого не бывает невыполнимых миссий. Она — лучший перевозчик на службе преступного синдиката. Судьба сталкивает бывших любовников во время очередного задания, где им предстоит обнаружить, что сложнее, чем выжить, только одно — не влюбиться друг в друга снова."
"Два, три, демон, приди!",Австралия,ужасы,Дэнни Филиппу,,,https://www.kinopoisk.ru/film/4948328/,"Среди подростков австралийского городка набирает популярность необычное развлечение. Нужно зажечь свечу, пожать жутковатую керамическую руку, произнести «Поговори со мной» — и тогда можно увидеть призрака и даже ненадолго впустить его в себя. Несмотря на то что прежний владелец артефакта покончил с собой, ребята на вечеринках радостно балуются необычными способностями руки, пока одним из вызванных призраков не оказывается мама 17-летней Мии, умершая два года назад."
Счастье в конверте,Россия,семейный,Светлана Суханова,,,https://www.kinopoisk.ru/film/1234939/,"Три удивительные истории о любви и дружбе, о вере в мечту и связи поколений, о том, как не предавать себя и оставаться человеком в любой жизненной ситуации.
В век технологий люди привыкли спешить, бежать, зарабатывать, забывая при этом о главном – о себе и своих настоящих желаниях. Нам кажется, что мы станем счастливее как только у нас появится новая машина или высокая зарплата. А все значительно проще – секрет счастья скрыт в душе каждого человека: в умении верить в чудо, дружить, любить, быть отважным, следовать за своей мечтой!"
Шрэк навсегда,США,мультфильм,Майк Митчелл,,,https://www.kinopoisk.ru/film/271806/,"Чем бы еще заняться огру, который уже сразился со злым драконом, спас прекрасную принцессу и уберег от беды королевство родственников по линии жены? Что ж, если вы Шрэк, то, сами того не заметив, вы вдруг сядете дома и станете наслаждаться покоем в кругу семьи. Вместо того чтобы как раньше пугать деревенских жителей, теперь Шрэк, хоть и с неохотой, но соглашается оставлять автографы на их вилах. А куда же подевался знаменитый рык этого огра?
Под грузом воспоминаний о днях, когда он чувствовал себя «настоящим огром», Шрэк поддается на уговоры сладкоголосого Румпельштильцхена и заключает с ним договор. Сразу после этого Шрэк оказывается в альтернативной реальности Тридевятого королевства, где все поставлено с ног на голову: на огров здесь охотятся, Румпельштильцхен восседает на троне, а Шрэк и Фиона даже не знакомы. И теперь только сам Шрэк может исправить все, что он натворил, чтобы спасти друзей, восстановить привычный ему порядок вещей и вернуть себе свою единственную Истинную Любовь."
Блиндаж,Россия,военный,Марк Горобец,,,https://www.kinopoisk.ru/film/5089021/,"Сергей — врач скорой помощи. Его лучший друг немец Пауль, раньше перегонял машины из Германии в Россию — так они и познакомились. У Пауля есть и ещё одно увлечение — антиквариат. Он — чёрный копатель: ищет на полях сражений немецкие награды, каски, оружие и продаёт их за бешеные деньги. Однажды во время раскопок друзья находят засыпанный блиндаж, который переносит их в 1941 год."
Расплата,США,боевик,Гэвин О’Коннор,,,https://www.kinopoisk.ru/film/662359/,"Лента расскажет историю математического гения Кристиана Вульфа, который подрабатывает аудитором для самых опасных преступных организаций. Когда ему на хвост садится отдел по борьбе с преступностью Министерства финансов во главе с Рэем Кингом, Кристиан решает найти себе законопослушного клиента и проводит аудит в компании по производству новейшей робототехники, где сотрудница финансового отдела обнаружила «нестыковочку» в миллионы долларов. Но стоит Кристиану взяться за счета и выйти на след, как в деле начинают появляться жертвы."
Тепловой удар,США,боевик,Эвелин Пурселл,,,https://www.kinopoisk.ru/film/840725/,Семейная поездка-сафари по пустыне омрачается убийством главы семейства. Встреча с браконьерами заставляет оставшихся в живых мачеху и падчерицу бороться за свои жизни.
Бриджит Джонс: Грани разумного,Великобритания,драма,Бибан Кидрон,,,https://www.kinopoisk.ru/film/48173/,"Бриджит и Марк живут вместе и подумывают о ребенке. Однако у Марка обнаруживаются привычки, которые раздражают Бриджит. События развиваются: Марк может и разочаровывать, и давать повод для ревности. Бриджит начинает сомневаться. Впереди командировка с бывшим бойфрендом Дэниелом, полная сложностей и неожиданных поворотов."
Руки Вверх!,Россия,музыка,Аскар Узабаев,,,https://www.kinopoisk.ru/film/6706155/,"Из провинциального мальчишки, мечтающего впечатлить девушку робкими песнями о любви, Сергей Жуков становится одним из самых востребованных артистов страны и голосом целого поколения."
Обитель теней,Испания,ужасы,Серхио Х. Санчес,,,https://www.kinopoisk.ru/film/992500/,"Женщина с четырьмя детьми — тремя сыновьями и дочерью — от чего-то скрывается. Они находят пристанище в большом уединенном старом доме и решают остаться здесь жить. На ближайшей к их дому ферме живет симпатичная девушка Элли, с которой дети сразу же заводят дружбу. Но вскоре идиллической жизни приходит конец — мать умирает, и в доме начинают происходить странные вещи."
Смертельная тропа,США,ужасы,Роксанна Бенжамин,,,https://www.kinopoisk.ru/film/1144276/,"Молодая смотрительница горного заповедника отправляется на плановый обход парка. Отклонившись от маршрута, она находит тело мужчины. В силу обстоятельств девушка оказывается отрезана от связи и не может покинуть потенциальное место преступления. Ждать помощи неоткуда, а из чащи появляются незваные гости…"
После,США,мелодрама,Дженни Гейдж,,,https://www.kinopoisk.ru/film/1098154/,"Случайная встреча перевернула их привычный мир. Она – прилежная студентка и образцовая дочь, а он – притягательный бунтарь с непростым прошлым. Живя в параллельных вселенных, они бы вряд ли даже взглянули друг на друга. Однако этому знакомству суждено разделить жизнь влюбленных на до и после."
Императрицы,Россия,история,Андрей Кравчук,,,https://www.kinopoisk.ru/film/5267770/,"Петр I пообещал маленькой дочери Елизавете, что выдаст ее замуж за Людовика XV, и она станет королевой Франции. Но все планы, в том числе договоренности с французским королем, рушатся вместе со смертью великого монарха: Петр I уходит из жизни, не успев назначить наследника. Так начинается безжалостная и беспощадная эпоха дворцовых переворотов — время интриг и борьбы за власть. Устоит ли построенная Петром империя и ее новая столица Санкт-Петербург? Какую цену придется заплатить Елизавете Петровне, младшей дочери великого монарха, чтобы занять свое место в истории? И что могут дать России женщины на престоле?"
Прибытие,США,фантастика,Дени Вильнёв,,,https://www.kinopoisk.ru/film/718811/,"Неожиданное появление неопознанных летающих объектов в разных точках планеты повергает мир в трепет. Намерения пришельцев не ясны — вооружённые силы всего мира приведены в полную боевую готовность, а лучшие умы человечества пытаются понять, как разговаривать с непрошеными гостями. Правительство обращается за помощью к лингвисту Луизе Бэнкс и физику Яну Доннели, чтобы предотвратить глобальную катастрофу и найти общий язык с пришельцами. Отныне судьба человечества находится в их руках."
Балканский рубеж,Россия,боевик,Андрей Волгин,,,https://www.kinopoisk.ru/film/1000443/,Югославия. 1999 год. Российская спецгруппа получает приказ взять под контроль аэродром Слатина в Косово и удерживать его до прихода подкрепления. Но этот стратегический объект крайне важен албанскому полевому командиру и натовским генералам. Группа вынуждена принять неравный бой с террористами. К аэродрому устремляются российские миротворцы и силы НАТО. Мир вновь близок к большой войне.
Король Лев,США,мультфильм,Роджер Аллерс,,,https://www.kinopoisk.ru/film/2360/,"У величественного Короля-Льва Муфасы рождается наследник по имени Симба. Уже в детстве любознательный малыш становится жертвой интриг своего завистливого дяди Шрама, мечтающего о власти.
Симба познаёт горе утраты, предательство и изгнание, но в конце концов обретает верных друзей и находит любимую. Закалённый испытаниями, он в нелёгкой борьбе отвоёвывает своё законное место в «Круге жизни», осознав, что значит быть настоящим Королём."
Три кота и море приключений,Россия,мультфильм,Дмитрий Высоцкий,,,https://www.kinopoisk.ru/film/1445170/,"Коржик, Карамелька и Компот вместе с родителями отправляются отдыхать на морской курорт, где их ждут яркие события, полные весёлой суматохи и встреч с новыми друзьями."
Укрощение строптивого,Италия,мелодрама,Франко Кастеллано,,,https://www.kinopoisk.ru/film/63912/,Категорически не приемлющий женского общества грубоватый фермер вполне счастлив и доволен своей холостяцкой жизнью. Но неожиданно появившаяся в его жизни женщина пытается изменить его взгляды на жизнь и очаровать его.
Сад изящных слов,Япония,аниме,Макото Синкай,,,https://www.kinopoisk.ru/film/730665/,"15-летний Такао мечтает стать дизайнером обуви. В дождливые дни он предпочитает уединение шумной школе и проводит время в парке, делая наброски своих будущих работ. Однажды там он встречает загадочную девушку старше него. Их пути пересекаются снова и снова — но только в ненастные дни. Постепенно между ними зарождается нечто большее, однако сезон дождей не вечен."
Обливион,США,фантастика,Джозеф Косински,,,https://www.kinopoisk.ru/film/470185/,"Земля, пережившая войну с инопланетными захватчиками, опустела; остатки человечества готовятся покинуть непригодную для жизни планету. Главный герой — техник по обслуживанию дронов — находит разбившийся корабль NASA, команда которого погибает у него на глазах. Ему удаётся спасти лишь одну женщину — и вскоре он понимает, что это перевернёт его жизнь."
Экипаж,Россия,драма,Николай Лебедев,,,https://www.kinopoisk.ru/film/839818/,"Талантливый молодой лётчик Алексей Гущин не признаёт авторитетов, предпочитая поступать в соответствии с личным кодексом чести. За невыполнение абсурдного приказа его выгоняют из военной авиации, и только чудом он получает шанс летать на гражданских самолётах.
Гущин начинает свою лётную жизнь сначала. Его наставник — командир воздушного судна — суровый и принципиальный Леонид Зинченко. Его коллега — второй пилот, неприступная красавица Александра. Отношения складываются непросто. Но на грани жизни и смерти, когда земля уходит из-под ног, вокруг — огонь и пепел, и только в небе есть спасение, Гущин показывает всё, на что он способен. Только вместе экипаж сможет совершить подвиг и спасти сотни жизней."
"Дом, который построил Джек",Дания,триллер,Ларс фон Триер,,,https://www.kinopoisk.ru/film/942396/,"Америка, 1970-е. За 12 лет блестящей «карьеры» серийному убийце Джеку встречаются назойливая попутчица, наивная подружка и другие очаровательные в своей глупости жертвы. История пяти убийств, к каждому из которых Джек относится как к настоящему произведению искусства."
Всегда говори «ДА»,США,комедия,Пейтон Рид,,,https://www.kinopoisk.ru/film/391772/,"Депрессивный главный герой всегда и всем говорил «нет» — например, друзьям, если они зовут куда-то. Но в один прекрасный день он заключает соглашение, по которому всегда должен отвечать «Да» на любое предложение..."
Хищные земли,США,фантастика,Джордж Нолфи,,,https://www.kinopoisk.ru/film/5212143/,"Мир изменился. Он стал пустым и тихим. Остатки человечества вынуждены жить высоко в горах, а все остальное пространство уже захвачено неизвестными смертоносными существами. Люди научились жить в этом кошмаре. Но однажды горстке смельчаков придется спуститься вниз и столкнуться с монстрами, которые уничтожили почти все живое на планете."
Кто-нибудь видел мою девчонку?,Россия,драма,Ангелина Никонова,,,https://www.kinopoisk.ru/film/1234854/,"Сергей и Кира считались самой красивой парой богемного Петербурга начала девяностых. Это были интеллектуалы, влюбленные в кинематограф. Но счастливая романтическая история обернулась жесткой драмой. Она сбежала в другой город, в другую жизнь, в другую любовь. А он остался в Петербурге и умер вскоре после развода. И только спустя семнадцать лет красивая и успешная Кира осознает, что нет у нее больше шансов на счастье, так как ее сердце навеки отдано Сергею."
